Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"aribakeywords.aribaClick(findTestObject(""Object Repository/div_Run Stager""))",Chrome 63.0.3239.132,,2020-01-20 11:48:19,2020-01-20 11:48:35,16.061s,PASSED
try,Chrome 63.0.3239.132,,2020-01-20 11:48:35,2020-01-20 11:49:26,50.894s,PASSED
refresh(),Chrome 63.0.3239.132,,2020-01-20 11:49:26,2020-01-20 11:49:27,1.301s,PASSED
"scrollToElement(findTestObject(""Page_Ariba Spend Management/View_Project""), 3)",Chrome 63.0.3239.132,,2020-01-20 11:49:27,2020-01-20 11:49:28,1.073s,PASSED
"aribakeywords.aribaClick(findTestObject(""Page_Ariba Spend Management/View_Project""))",Chrome 63.0.3239.132,,2020-01-20 11:49:28,2020-01-20 11:49:38,9.485s,PASSED
aribakeywords.waitForPageToLoad(3),Chrome 63.0.3239.132,,2020-01-20 11:49:38,2020-01-20 11:49:40,2.068s,PASSED
refresh(),Chrome 63.0.3239.132,,2020-01-20 11:49:40,2020-01-20 11:49:41,0.793s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/Page_Ariba Spend Management/span_Documents_w-pml-icon""))",Chrome 63.0.3239.132,,2020-01-20 11:49:41,2020-01-20 11:49:49,7.685s,PASSED
Thread.sleep(2),Chrome 63.0.3239.132,,2020-01-20 11:49:49,2020-01-20 11:49:49,0.005s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(OPENCLID_LOC), 2, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-01-20 11:49:49,2020-01-20 11:49:49,0.546s,PASSED
driver = getWebDriver(),Chrome 63.0.3239.132,,2020-01-20 11:49:49,2020-01-20 11:49:49,0.000s,PASSED
xpath(OPENCLID_LOC)).click(),Chrome 63.0.3239.132,,2020-01-20 11:49:49,2020-01-20 11:49:51,1.951s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/Page_ASPEditContentDocument/span_Excel Import""))",Chrome 63.0.3239.132,,2020-01-20 11:49:51,2020-01-20 11:50:00,9.190s,PASSED
"uploadDocLink = modifyObjectProperty(findTestObject(""Object Repository/Page_Ariba Spend Management/span_Import""), ""awname"", ""equals"", UPLOADDOC_LOC, true)",Chrome 63.0.3239.132,,2020-01-20 11:50:00,2020-01-20 11:50:00,0.008s,PASSED
aribakeywords.aribaClick(uploadDocLink),Chrome 63.0.3239.132,,2020-01-20 11:50:00,2020-01-20 11:50:08,7.779s,PASSED
"comment(""File Upload with xls file and element and click done once it is uploaded"")",Chrome 63.0.3239.132,,2020-01-20 11:50:08,2020-01-20 11:50:08,0.003s,PASSED
"common.util.aribakeywords.fileUpload(findTestObject(""Object Repository/Page_Ariba Spend Management/awFileUploadButton""), filePath)",Chrome 63.0.3239.132,,2020-01-20 11:50:08,2020-01-20 11:50:10,1.556s,PASSED
"excelImportBtn = modifyObjectProperty(findTestObject(""Object Repository/Page_Ariba Spend Management/span_Import""), ""awname"", ""equals"", EXCELIMPORT_LOC, true)",Chrome 63.0.3239.132,,2020-01-20 11:50:10,2020-01-20 11:50:10,0.003s,PASSED
aribakeywords.aribaClick(excelImportBtn),Chrome 63.0.3239.132,,2020-01-20 11:50:10,2020-01-20 11:50:20,10.012s,PASSED
"verifyTextPresent(""View pricing conditions"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-01-20 11:50:20,2020-01-20 11:50:21,1.801s,PASSED
aribakeywords.waitForPageToLoad(3),Chrome 63.0.3239.132,,2020-01-20 11:50:21,2020-01-20 11:50:23,1.917s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/a_TA..""))",Chrome 63.0.3239.132,,2020-01-20 11:50:23,2020-01-20 11:50:31,7.540s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/testCentral""))",Chrome 63.0.3239.132,,2020-01-20 11:50:31,2020-01-20 11:50:39,7.955s,PASSED
"scrollToElement(findTestObject(""Page_TestCentralPage/Wait for Arches Work Item Searched Out""), 3)",Chrome 63.0.3239.132,,2020-01-20 11:50:39,2020-01-20 11:50:40,1.079s,PASSED
"aribakeywords.aribaClick(findTestObject(""Page_TestCentralPage/Wait for Arches Work Item Searched Out""))",Chrome 63.0.3239.132,,2020-01-20 11:50:40,2020-01-20 11:50:48,7.735s,PASSED
"setText(findTestObject(""Page_TestCentralPage/SearchParameter_workspaceTitle""), CW)",Chrome 63.0.3239.132,,2020-01-20 11:50:48,2020-01-20 11:50:50,2.217s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/div_Run Stager""))",Chrome 63.0.3239.132,,2020-01-20 11:50:50,2020-01-20 11:52:45,1m - 55.057s,PASSED
sourcingEvent = sourcingEvent + System.currentTimeMillis(),Chrome 63.0.3239.132,,2020-01-20 11:52:45,2020-01-20 11:52:45,0.000s,PASSED
"callTestCase(findTestCase(""DMS/UtilTests/CreateSourcingEvent""), [""sourcingEvent"":sourcingEvent, ""eventType"":eventType, ""rfpEventTemplate"":rfpEventTemplate, ""eventContentFileName"":eventContentFileName, ... ], STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-01-20 11:52:45,2020-01-20 12:03:55,11m - 10.207s,FAILED
