Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"verifyElementPresent(aribakeywords.createTestObject(VALIDITYPERIOD_LOC), 3, CONTINUE_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:07,2020-03-16 11:27:07,0.512s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(STARTDATE_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:07,2020-03-16 11:27:08,0.443s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(PERIOD_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:08,2020-03-16 11:27:08,0.536s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(SCALETYPE_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:08,2020-03-16 11:27:09,0.446s,PASSED
"verifyElementPresent(aribakeywords.createTestObject(SCALE_LOC), 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:09,2020-03-16 11:27:09,0.525s,PASSED
"aribakeywords.aribaClick(findTestObject(""Object Repository/Content - Draft""))",Chrome 63.0.3239.132,,2020-03-16 11:27:09,2020-03-16 11:27:17,7.451s,PASSED
aribakeywords.waitForPageToLoad(3),Chrome 63.0.3239.132,,2020-03-16 11:27:17,2020-03-16 11:27:18,1.908s,PASSED
driver = getWebDriver(),Chrome 63.0.3239.132,,2020-03-16 11:27:18,2020-03-16 11:27:18,0.000s,PASSED
lotSize = xpath(APCLOT_LOC)).size(),Chrome 63.0.3239.132,,2020-03-16 11:27:18,2020-03-16 11:27:19,0.448s,PASSED
"verifyMatch(lotSize.toString(), ""1"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:19,2020-03-16 11:27:19,0.005s,PASSED
childItem = xpath(LOTCHILDITEM_LOC)).size(),Chrome 63.0.3239.132,,2020-03-16 11:27:19,2020-03-16 11:27:19,0.438s,PASSED
"verifyMatch(childItem.toString(), ""1"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:19,2020-03-16 11:27:19,0.002s,PASSED
"verifyTextPresent(""View pricing conditions"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:19,2020-03-16 11:27:21,2.038s,PASSED
apcLink = aribakeywords.createTestObject(APCLINK_LOC),Chrome 63.0.3239.132,,2020-03-16 11:27:21,2020-03-16 11:27:21,0.000s,PASSED
"verifyElementPresent(apcLink, 3, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:21,2020-03-16 11:27:22,0.707s,PASSED
aribakeywords.aribaClick(apcLink),Chrome 63.0.3239.132,,2020-03-16 11:27:22,2020-03-16 11:27:31,8.889s,PASSED
"verifyTextPresent(""Dec 2019 - Dec 9999"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:31,2020-03-16 11:27:32,1.354s,PASSED
"verifyTextPresent(""To 5"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:32,2020-03-16 11:27:34,1.537s,PASSED
"termValue = xpath(LOT_TERM_APC_PRICE_LOC)).getAttribute(""value"")",Chrome 63.0.3239.132,,2020-03-16 11:27:34,2020-03-16 11:27:35,1.039s,PASSED
"verifyMatch(termValue, ""44"", false, STOP_ON_FAILURE)",Chrome 63.0.3239.132,,2020-03-16 11:27:35,2020-03-16 11:27:35,0.002s,PASSED
try,Chrome 63.0.3239.132,,2020-03-16 11:27:35,2020-03-16 11:27:44,8.773s,PASSED
"aribakeywords.aribaClick(aribakeywords.createTestObject(""//button[@awname='ASCContentFrame:excelImportAction']""))",Chrome 63.0.3239.132,,2020-03-16 11:27:44,2020-03-16 11:27:53,9.210s,PASSED
usrDir = getProjectDir(),Chrome 63.0.3239.132,,2020-03-16 11:27:53,2020-03-16 11:27:53,0.001s,PASSED
"fileToBeDwnld = aribakeywords.createTestObject(""//a[@awname='ASPExcelImport:exportExcelDocumentAction']"")",Chrome 63.0.3239.132,,2020-03-16 11:27:53,2020-03-16 11:27:53,0.000s,PASSED
"excelName = sourcingEvent.trim() + "".xls""",Chrome 63.0.3239.132,,2020-03-16 11:27:53,2020-03-16 11:27:53,0.001s,PASSED
"aribakeywords.downloadFile(fileToBeDwnld, excelName, 3, 3)",Chrome 63.0.3239.132,,2020-03-16 11:27:53,2020-03-16 11:27:59,5.757s,ERROR
